"Russell.Ticker","Russell.Company","Bloomberg.Name","BB.Unique.ID","Bloomberg.Ticker","RF.UI.ID"
"RST","ROSETTA STONE INC","ROSETTA STONE INC","EQ0000000006998348","RST","Cbz4V"
"RSTI","ROFIN SINAR TECHNOLOGIE","ROFIN-SINAR TECHNOLOGIES INC","EQ0019617000001000","RSTI","B_Mqb"
"RSYS","RADISYS CORP","RADISYS CORP","EQ0017090900001000","RSYS","CevjG"
"RT","RUBY TUESDAY INC","RUBY TUESDAY INC","EQ0010543700001000","RT","CwCc7"
"RTEC","RUDOLPH TECHNOLOGIES IN","RUDOLPH TECHNOLOGIES INC","EQ0039605800001000","RTEC","ChgJi"
"RTI","RTI INTERNATIONAL METAL","RTI INTERNATIONAL METALS INC","EQ0010126800001000","RTI","Edfls"
"RTIX","RTI BIOLOGICS INC","RTI BIOLOGICS INC","EQ0039327900001000","RTIX","CrrLG"
"RTK","RENTECH INC","RENTECH INC","EQ0010656800001000","RTK","I6HChR"
"RTN","RAYTHEON CO","RAYTHEON COMPANY","EQ0010124300003000","RTN","B_KSL"
"RUE","RUE21 INC","RUE21 INC","EQ0000000008986940","RUE","DPlJa"
"RURL","RURAL/METRO CORP",NA,NA,"","ChdJ1"
"RUSHA","RUSH ENTERPRISES INC","RUSH ENTERPRISES INC-CL A","EQ0000000000251424","RUSHA","DalW4"
"RUTH","RUTH'S HOSPITALITY GROU","RUTH'S HOSPITALITY GROUP INC","EQ0000000001727139","RUTH","D3ldj"
"RVBD","RIVERBED TECHNOLOGY INC","RIVERBED TECHNOLOGY INC","EQ0000000002474270","RVBD","CBsKZ"
"RVM","REVETT MINERALS INC","REVETT MINERALS INC","EQ0000000001717447","RVM","UMKpy"
"RWT","REDWOOD TRUST INC","REDWOOD TRUST INC","EQ0017082900001000","RWT","CA7ob"
"RYL","RYLAND GROUP INC","RYLAND GROUP INC/THE","EQ0010129300001000","RYL","I2PZfV"
"RYN","RAYONIER INC","RAYONIER INC","EQ0013617800001000","RYN","I2S1hm"
"S","SPRINT NEXTEL CORP","SPRINT NEXTEL CORP","EQ0010138200001000","S","B_LHK"
"SAAS","INCONTACT INC","INCONTACT INC","EQ0031318900001000","SAAS","Epshn"
"SABA","SABA SOFTWARE INC","SABA SOFTWARE INC","EQ0113390800001000","SABA","CtCf2"
"SAFM","SANDERSON FARMS INC","SANDERSON FARMS INC","EQ0010664700001000","SAFM","B_vhZ"
"SAFT","SAFETY INSURANCE GRP IN","SAFETY INSURANCE GROUP INC","EQ0000000000167424","SAFT","E4k_i"
"SAH","SONIC AUTOMOTIVE INC","SONIC AUTOMOTIVE INC-CLASS A","EQ0030203600001000","SAH","B_Kwb"
"SAI","SAIC INC","SAIC INC","EQ0000000001961981","SAI","B_HRJ"
"SAIA","SAIA INC","SAIA INC","EQ0000000000316737","SAIA","CARyL"
"SAM","BOSTON BEER INC","BOSTON BEER COMPANY INC-A","EQ0017124100002000","SAM","B_KEi"
"SANM","SANMINA SCI CORP","SANMINA-SCI CORP","EQ0011698800001000","SANM","lmKd4"
"SAPE","SAPIENT CORP","SAPIENT CORPORATION","EQ0018618700001000","SAPE","L6GMM"
"SASR","SANDY SPRING BANCORP","SANDY SPRING BANCORP INC","EQ0015931900001000","SASR","B_arF"
"SATC","SATCON TECHNOLOGY CORP","SATCON TECHNOLOGY CORP","EQ0011671900001000","SATC","CGbZe"
"SATS","ECHOSTAR CORP","ECHOSTAR CORP-A","EQ0000000005316745","SATS","CFvuS"
"SAVE","SPIRIT AIRLS INC","SPIRIT AIRLINES INC","EQ0095180700001000","SAVE","I2Qqf_"
"SBAC","SBA COMMUNICATIONS CORP","SBA COMMUNICATIONS CORP-CL A","EQ0031921800001000","SBAC","CBamL"
"SBCF","SEACOAST BANKING CORP F","SEACOAST BANKING CORP/FL","EQ0010667400001000","SBCF","E9c3W"
"SBGI","SINCLAIR BROADCAST GROU","SINCLAIR BROADCAST GROUP-A","EQ0016329400001000","SBGI","CLM8F"
"SBH","SALLY BEAUTY HOLDINGS","SALLY BEAUTY HOLDINGS INC","EQ0000000002215807","SBH","CdRNp"
"SBIB","STERLING BANCSHARES",NA,NA,"","CEH5J"
"SBNY","SIGNATURE BANK","SIGNATURE BANK","EQ0000000001029304","SBNY","DaEPl"
"SBRA","SABRA HEALTH CARE REIT","SABRA HEALTH CARE REIT INC","EQ0000000000125948","SBRA","Xjkz_"
"SBSI","SOUTHSIDE BANCSHARES IN","SOUTHSIDE BANCSHARES INC","EQ0018733200001000","SBSI","CoAyT"
"SBUX","STARBUCKS CORP","STARBUCKS CORP","EQ0010669100001000","SBUX","B_SlE"
"SBX","SEABRIGHT HOLDINGS INC","SEABRIGHT HOLDINGS INC","EQ0000000001326971","SBX","CW4IXx"
"SCBT","SCBT FINANCIAL CORP","SCBT FINANCIAL CORP","EQ0020282600001000","SCBT","CI-Cm"
"SCCO","SOUTHERN COPPER CORP","SOUTHERN COPPER CORP","EQ0015430200003001","SCCO","CBN6H"
"SCG","SCANA CORP","SCANA CORP","EQ0010131400001000","SCG","B_NyY"
"SCHL","SCHOLASTIC CORP","SCHOLASTIC CORP","EQ0010670200001000","SCHL","D1ulh"
"SCHN","SCHNITZER STEEL INDS","SCHNITZER STEEL INDS INC-A","EQ0012621100002000","SCHN","CLtgv"
"SCHS","SCHOOL SPECIALTY INC","SCHOOL SPECIALTY INC","EQ0031365100001000","SCHS","I2jwfd"
"SCHW","SCHWAB CHARLES CORP","SCHWAB (CHARLES) CORP","EQ0010131900001000","SCHW","B_5Ya"
"SCI","SERVICE CORP INTL","SERVICE CORP INTERNATIONAL","EQ0010133400001000","SCI","CONLH"
"SCL","STEPAN CO","STEPAN CO","EQ0010670900001000","SCL","Cp6Qp"
"SCLN","SCICLONE PHARMACEUTICAL","SCICLONE PHARMACEUTICALS INC","EQ0010671000001000","SCLN","CBsbY"
"SCMP","SUCAMPO PHARMA","SUCAMPO PHARMACEUTICALS-CL A","EQ0000000002609607","SCMP","D0vQ-"
"SCMR","SYCAMORE NETWORKS INC","SYCAMORE NETWORKS INC","EQ0089822700001000","SCMR","CKwj3"
"SCOR","COMSCORE INC","SCOR SE","EQ0728054700001000","SCR","Civj7"
"SCS","STEELCASE INC","STEELCASE INC-CL A","EQ0031309400001000","SCS","CYzgU"
"SCSC","SCANSOURCE INC","SCANSOURCE INC","EQ0013642400001000","SCSC","CLt0w"
"SCSS","SELECT COMFORT CORP","SELECT COMFORT CORPORATION","EQ0034458700001000","SCSS","CBEOh"
"SCVL","SHOE CARNIVAL INC","SHOE CARNIVAL INC","EQ0011703100001000","SCVL","B6XAet"
"SD","SANDRIDGE ENERGY INC","SANDRIDGE ENERGY INC","EQ0000000003675569","SD","CCxmU"
"SE","SPECTRA ENERGY CORP","SPECTRA ENERGY CORP","EQ0000000003043777","SE","I4JSFc"
"SEAC","SEACHANGE INTERNATIONAL","SEACHANGE INTERNATIONAL INC","EQ0019462100001000","SEAC","CB4Pg"
"SEB","SEABOARD CORP","SEABOARD CORP","EQ0010674300010000","SEB","I45Pza"
"SEE","SEALED AIR CORP","SEALED AIR CORP","EQ0031385200001000","SEE","llG9s"
"SEH","SPARTECH CORP","SPARTECH CORP","EQ0010675300001000","SEH","CWTMJ"
"SEIC","SEI INVESTMENTS CO","SEI INVESTMENTS COMPANY","EQ0010675400001000","SEIC","CFuIf"
"SEM","SELECT MEDICAL HOLDINGS","SELECT MEDICAL HOLDINGS CORP","EQ0000000001371518","SEM","Ew3aj"
"SEMG","SEMGROUP CORP","SEMGROUP CORP-CLASS A","EQ0000000009466156","SEMG","BeG7Ar"
"SENEA","SENECA FOODS CORP","SENECA FOODS CORP - CL A","EQ0010676000002000","SENEA","CCKl-"
"SF","STIFEL FINANCIAL CORP","STIFEL FINANCIAL CORP","EQ0010140400001000","SF","B_X2m"
"SFD","SMITHFIELD FOODS INC","SMITHFIELD FOODS INC","EQ0010678000001000","SFD","CApAu"
"SFE","SAFEGUARD SCIENTIFICS","SAFEGUARD SCIENTIFICS INC","EQ0010129800001000","SFE","CAX2m"
"SFG","STANCORP FINANCIAL GROU","STANCORP FINANCIAL GROUP","EQ0038660200001000","SFG","CA_do"
"SFI","ISTAR FINANCIAL INC","ISTAR FINANCIAL INC","EQ0010215000001000","SFI","CD6Wn"
"SFL","SHIP FINANCE INTL","SHIP FINANCE INTL LTD","EQ0000000001129194","SFL","CBKvE"
"SFLY","SHUTTERFLY INC","SHUTTERFLY INC","EQ0087631800001000","SFLY","I2TzEh"
"SFN","SFN GROUP INC",NA,NA,"","I2hkHP"
"SFNC","SIMMONS FIRST NATIONAL","SIMMONS FIRST NATL CORP-CL A","EQ0010678800002000","SFNC","CiBpK"
"SFSF","SUCCESSFACTORS INC",NA,NA,"","CEcay"
"SFY","SWIFT ENERGY CO","SWIFT ENERGY CO","EQ0010142700001000","SFY","Ch5x4"
"SGA","SAGA COMMUNICATIONS INC","SAGA COMMUNICATIONS INC-CL A","EQ0010664800002000","SGA","gVP2"
"SGEN","SEATTLE GENETICS INC","SEATTLE GENETICS INC","EQ0174528200001000","SGEN","CBhGt"
"SGI","SILICON GRAPHICS INTL","SILICON GRAPHICS INTERNATION","EQ0000000001602223","SGI","CCx8l"
"SGK","SCHAWK INC","SCHAWK INC","EQ0010056700001000","SGK","B_2nW"
"SGMO","SANGAMO BIOSCIENCES INC","SANGAMO BIOSCIENCES INC","EQ0117725700001000","SGMO","CdUUp"
"SGMS","SCIENTIFIC GAMES CORP","SCIENTIFIC GAMES CORP-A","EQ0010736200002000","SGMS","COSFU"
"SGNT","SAGENT PHARMACEUTICALS","SAGENT PHARMACEUTICALS INC","EQ0000000012444867","SGNT","C6flO"
"SGS","STREAM GLOBAL SVCS INC",NA,NA,"","CFuEg"
"SGY","STONE ENERGY CORP","STONE ENERGY CORP","EQ0011946900001000","SGY","CFwR3"
"SHAW","SHAW GROUP INC","SHAW GROUP INC","EQ0012672300001000","SHAW","B_NyS"
"SHEN","SHENANDOAH TELECOMM CO","SHENANDOAH TELECOMMUNICATION","EQ0013666600001000","SHEN","CEMvY"
"SHFL","SHUFFLE MASTER INC","SHUFFLE MASTER INC","EQ0011671600001000","SHFL","I2Tp2E"
"SHLD","SEARS HOLDINGS CORP","SEARS HOLDINGS CORP","EQ0000000000578790","SHLD","I2HLVz"
"SHLM","SCHULMAN A INC","SCHULMAN (A.) INC","EQ0010681500001000","SHLM","CTzy5"
"SHLO","SHILOH INDUSTRIES INC","SHILOH INDUSTRIES INC","EQ0011910500001000","SHLO","TRTvi"
"SHO","SUNSTONE HOTEL INVS INC","SUNSTONE HOTEL INVESTORS INC","EQ0000000001207079","SHO","DNf3m"
"SHOO","MADDEN STEVEN LTD","STEVEN MADDEN LTD","EQ0012671700001000","SHOO","L6GN7"
"SHOR","SHORETEL INC","SHORETEL INC","EQ0000000003269861","SHOR","Cf_CD"
"SHS","SAUER-DANFOSS INC","SAUER-DANFOSS INC","EQ0010666400001000","SHS","CZW4Z"
"SHW","SHERWIN WILLIAMS CO","SHERWIN-WILLIAMS CO/THE","EQ0010134100001000","SHW","B_4mM"
"SIAL","SIGMA ALDRICH CORP","SIGMA-ALDRICH","EQ0010176600001000","SIAL","B_Lut"
"SIG","SIGNET JEWELERS LTD","SIGNET JEWELERS LTD","EQ0011215000009000","SIG","CLSyx"
"SIGA","SIGA TECHNOLOGIES INC","SIGA TECHNOLOGIES INC","EQ0030240500001000","SIGA","DXPnu"
"SIGI","SELECTIVE INSURANCE GRP","SELECTIVE INSURANCE GROUP","EQ0010683700001000","SIGI","CTh-2"
"SIGM","SIGMA DESIGNS INC","SIGMA DESIGNS INC","EQ0010683800001000","SIGM","Cc-Bm"
"SIMG","SILICON IMAGE INC","SILICON IMAGE INC","EQ0086147000001000","SIMG","Cyd9I"
"SIRI","SIRIUS XM RADIO INC","SIRIUS XM RADIO INC","EQ0012998400001000","SIRI","B_btv"
"SIRO","SIRONA DENTAL SYS INC","SIRONA DENTAL SYSTEMS INC","EQ0022557300001000","SIRO","CEOWL"
"SIVB","SVB FINANCIAL GROUP","SVB FINANCIAL GROUP","EQ0010685100001000","SIVB","CBFH3"
"SIX","SIX FLAGS ENTMT CORP NE","SIX FLAGS ENTERTAINMENT CORP","EQ0017128700001000","SIX","CCQ4D"
"SJI","SOUTH JERSEY INDUSTRIES","SOUTH JERSEY INDUSTRIES","EQ0010136800001000","SJI","Cfx_n"
"SJM","SMUCKER J M CO","JM SMUCKER CO/THE","EQ0000000000182032","SJM","Cf7mW"
"SJW","SJW CORP","SJW CORP","EQ0010685500001000","SJW","Fm-bh"
"SKH","SKILLED HEALTHCARE GROU","SKILLED HEALTHCARE GROU-CL A","EQ0000000002890970","SKH","CLhMJ"
"SKS","SAKS INC","SAKS INC","EQ0010625000001000","SKS","I3MIDc"
"SKT","TANGER FACTORY OUTLET","TANGER FACTORY OUTLET CENTER","EQ0010853600001000","SKT","CBs7J"
"SKX","SKECHERS U S A INC","SKECHERS USA INC-CL A","EQ0034454000001000","SKX","I2NpFQ"
"SKY","SKYLINE CORP","SKYLINE CORP","EQ0010135200001000","SKY","FrDRp"
"SKYW","SKYWEST INC","SKYWEST INC","EQ0010686400001000","SKYW","B_Lsg"
"SLAB","SILICON LABORATORIES IN","SILICON LABORATORIES INC","EQ0117642600001000","SLAB","D76oW"
"SLB","SCHLUMBERGER LTD","SCHLUMBERGER LTD","EQ0010131800001000","SLB","CACYY"
"SLE","SARA LEE CORP","SARA LEE CORP","EQ0010131200001000","SLE","B_M9r"
"SLG","SL GREEN REALTY CORP","SL GREEN REALTY CORP","EQ0023175300001000","SLG","CFs0x"
"SLGN","SILGAN HOLDINGS INC","SILGAN HOLDINGS INC","EQ0015932300001000","SLGN","B_Lm0"
"SLH","SOLERA HOLDINGS INC","SOLERA HOLDINGS INC","EQ0000000003266336","SLH","CfiA1"
"SLM","SLM CORP","SLM CORP","EQ0082372200001000","SLM","lctCj"
"SLRC","SOLAR CAPITAL LTD","SOLAR CAPITAL LTD","EQ0000000005560944","SLRC","L6DRn"
"SLTM","SOLTA MEDICAL INC","SOLTA MEDICAL INC","EQ0000000002731020","SLTM","COx5U"
"SLXP","SALIX PHARMACEUTICALS","SALIX PHARMACEUTICALS LTD","EQ0018649600002001","SLXP","CAVtA"
"SM","SM ENERGY CO","SM ENERGY CO","EQ0011592500001000","SM","CAaI2"
"SMA","SYMMETRY MEDICAL INC","SYMMETRY MEDICAL INC","EQ0000000000589263","SMA","CUZtC"
"SMBL","SMART BALANCE INC","SMART BALANCE INC","EQ0000000001851167","SMBL","DNDdN"
"SMCI","SUPER MICRO COMPUTER IN","SUPER MICRO COMPUTER INC","EQ0000000002955166","SMCI","ESaJ9"
"SMG","SCOTTS MIRACLE-GRO CO","SCOTTS MIRACLE-GRO CO-CL A","EQ0010672800001000","SMG","CdKe5"
"SMOD","SMART MODULAR TECH",NA,NA,"","ChvtT"
"SMP","STANDARD MOTOR PRODUCTS","STANDARD MOTOR PRODS","EQ0010139200001000","SMP","Ddmy4"
"SMRT","STEIN MART INC","STEIN MART INC","EQ0010689900001000","SMRT","I2QPDi"
"SMSC","STANDARD MICROSYSTEM","STANDARD MICROSYSTEMS CORP","EQ0010690100001000","SMSC","gm-or"
"SMSI","SMITH MICRO SOFTWARE IN","SMITH MICRO SOFTWARE INC","EQ0017115300001000","SMSI","Cgpr8"
"SMTC","SEMTECH CORP","SEMTECH CORP","EQ0010689100001000","SMTC","I3UskA"
"SNA","SNAP ON INC","SNAP-ON INC","EQ0010136000001000","SNA","B_HvY"
"SNBC","SUN BANCORP INC NJ","SUN BANCORP INC-NJ","EQ0018790600001000","SNBC","COKrH"
"SNCR","SYNCHRONOSS TECHNOLOGY","SYNCHRONOSS TECHNOLOGIES INC","EQ0000000002347187","SNCR","DKxr2"
"SNDK","SANDISK CORP","SANDISK CORP","EQ0017093100001000","SNDK","B_LMB"
"SNH","SENIOR HOUSING PPTYS TR","SENIOR HOUSING PROP TRUST","EQ0038635600001000","SNH","COqvB"
"SNHY","SUN HYDRAULICS CORP","SUN HYDRAULICS CORP","EQ0019495900001000","SNHY","Ci_y-"
"SNI","SCRIPPS NTWK INTERACTIV","SCRIPPS NETWORKS INTER-CL A","EQ0000000004676377","SNI","DvOgy"
"SNMX","SENOMYX INC","SENOMYX INC","EQ0083509400001000","SNMX","EFcX7"
"SNPS","SYNOPSYS INC","SYNOPSYS INC","EQ0010691800001000","SNPS","C48pz"
"SNSS","SUNESIS PHARMACEUTICALS","SUNESIS PHARMACEUTICALS INC","EQ0141901300001000","SNSS","DkqM9"
"SNTA","SYNTA PHARMA CORP","SYNTA PHARMACEUTICALS CORP","EQ0000000001566233","SNTA","CBcs1"
"SNTS","SANTARUS INC","SANTARUS INC","EQ0000000000891552","SNTS","DFkS3"
"SNV","SYNOVUS FINANCIAL CORP","SYNOVUS FINANCIAL CORP","EQ0010143100001000","SNV","CHGE9"
"SNX","SYNNEX CORP","SYNNEX CORP","EQ0149971700001000","SNX","B_E3P"
"SO","SOUTHERN CO","SOUTHERN CO/THE","EQ0010137000001000","SO","CBfop"
"SOA","SOLUTIA INC","SOLUTIA INC","EQ0000000005185417","","CCzrQ"
"SOLR","GT SOLAR INTERNATIONAL",NA,NA,"","Dnmtw"
"SON","SONOCO PRODUCTS CO","SONOCO PRODUCTS CO","EQ0010176700001000","SON","FRpwo7"
"SONC","SONIC CORP","SONIC CORP","EQ0010694500001000","SONC","B_cmF"
"SONE","S1 CORPORATION","S1 CORPORATION","EQ0018648200001000","012750","CDLAX"
"SONO","SONOSITE INC","SONOSITE INC","EQ0031382300001000","","CT0sF"
"SONS","SONUS NETWORKS INC","SONUS NETWORKS INC","EQ0117878500001000","SONS","B_Mvn"
"SPAR","SPARTAN MOTORS INC","SPARTAN MOTORS INC","EQ0010695400001000","SPAR","CCKlF"
"SPB","SPECTRUM BRANDS HOLDING","SPECTRUM BRANDS HOLDINGS INC","EQ0000000008944679","SPB","Jyyas"
"SPF","STANDARD PACIFIC CORP","STANDARD PACIFIC CORP","EQ0010139400001000","SPF","ClsDK"
"SPG","SIMON PROPERTY GROUP IN","SIMON PROPERTY GROUP INC","EQ0012655100001000","SPG","CAbtk"
"SPLS","STAPLES INC","STAPLES INC","EQ0010697300001000","SPLS","B_Kou"
"SPN","SUPERIOR ENERGY SERVICE","SUPERIOR ENERGY SERVICES INC","EQ0010388000001000","SPN","_XnoM"
"SPNC","SPECTRANETICS CORP","SPECTRANETICS CORP","EQ0010697500001000","SPNC","CEmaX"
"SPPI","SPECTRUM PHARMACEUTICAL","SPECTRUM PHARMACEUTICALS INC","EQ0019616700001000","SPPI","CF8Hk"
"SPR","SPIRIT AEROSYSTEMS","SPIRIT AEROSYSTEMS HOLD-CL A","EQ0000000002644835","SPR","Dfkmg"
"SPRT","SUPPORT.COM INC","SUPPORT.COM INC","EQ0088157700001000","SPRT","D8_Cv"
"SPSC","SPS COMM INC","SPS COMMERCE INC","EQ0000000009404940","SPSC","I2T46r"
"SPTN","SPARTAN STORES INC","SPARTAN STORES INC","EQ0021499100001000","SPTN","CGsy0"
"SPW","SPX CORP","SPX CORP","EQ0010138500001000","SPW","B_M97"
"SPWRA","SUNPOWER CORP","SUNPOWER CORP","EQ0000000001457310","SPWR","I2E1Al"
"SQI","SCIQUEST INC NEW","SCIQUEST INC","EQ0000000010271074","SQI","GemMt"
"SQNM","SEQUENOM INC","SEQUENOM INC","EQ0094956100001000","SQNM","CAf5e"
"SRCE","1ST SOURCE CORP","1ST SOURCE CORP","EQ0010699500001000","SRCE","5EUyT"
"SRCL","STERICYCLE INC","STERICYCLE INC","EQ0019427200001000","SRCL","CjA8p"
"SRDX","SURMODICS INC","SURMODICS INC","EQ0030552200001000","SRDX","I5Qk3C"
"SRE","SEMPRA ENERGY","SEMPRA ENERGY","EQ0035024500001000","SRE","B__TZ"
"SREV","SERVICESOURCE INTL LLC","SERVICESOURCE INTERNATIONAL","EQ0000000015600300","SREV","ym9LS"
"SRI","STONERIDGE INC","STONERIDGE INC","EQ0030203700001000","SRI","CILa4"
"SRSL","SRS LABS INC","SRS LABS INC","EQ0018672300001000","SRSL","CNG4J"
"SRX","SRA INTERNATIONAL INC",NA,NA,"","CKUXU"
"SRZ","SUNRISE SENIOR LIVING","SUNRISE SENIOR LIVING INC","EQ0017173300001000","SRZ","I2SLZc"
"SSD","SIMPSON MANUFACTURING","SIMPSON MANUFACTURING CO INC","EQ0014809300001000","SSD","CLkSv"
"SSI","STAGE STORES INC","STAGE STORES INC","EQ0741715200001000","SSI","CUL1f"
"SSNC","SS&C TECHNOLOGIES HLDGS","SS&C TECHNOLOGIES HOLDINGS","EQ0000000003642447","SSNC","GXOwC"
"SSP","SCRIPPS E W CO","EW SCRIPPS CO/THE-A","EQ0010132500001000","SSP","CDZEd"
"SSS","SOVRAN SELF STORAGE","SOVRAN SELF STORAGE INC","EQ0017101400001000","SSS","CUaY2"
"SSYS","STRATASYS INC","STRATASYS INC","EQ0015499700001000","SSYS","D4pey"
"STAA","STAAR SURGICAL CO","STAAR SURGICAL CO","EQ0010702200001000","STAA","CLxZw"
"STAG","STAG INDL INC","STAG INDUSTRIAL INC","EQ0000000010689118","STAG","I2ZMf_"
"STAN","STANDARD PARKING CORP","STANDARD PARKING CORP","EQ0033302100001000","STAN","Cht9M"
"STBA","S & T BANCORP INC","S & T BANCORP INC","EQ0010703000001000","STBA","CqaDV"
"STBC","STATE BANCORP INC","STATE BANCORP INC","EQ0010703100001000","","I35Cbn"
"STBZ","STATE BK FINL CORP","STATE BANK FINANCIAL CORP","EQ0000000002412676","STBZ","ZB-iN"
"STC","STEWART INFORMATION","STEWART INFORMATION SERVICES","EQ0010684800001000","STC","CEMwU"
"STE","STERIS CORP","STERIS CORP","EQ0010706300001000","STE","CiMlY"
"STEC","STEC INC","STEC INC","EQ0035342100001000","STEC","CN02L"
"STEI","STEWART ENTERPRISES","STEWART ENTERPRISES INC-CL A","EQ0010704100001000","STEI","I6HCgw"
"STEL","STELLARONE CORP","STELLARONE CORP","EQ0030243300001000","STEL","DS3Nb"
"STFC","STATE AUTO FINANCIAL","STATE AUTO FINANCIAL CORP","EQ0010704300001000","STFC","C3bGG"
"STI","SUNTRUST BANKS INC","SUNTRUST BANKS INC","EQ0010142300001000","STI","lcsbQ"
"STJ","ST JUDE MEDICAL INC","ST JUDE MEDICAL INC","EQ0010176800001000","STJ","CLY82"
"STL","STERLING BANCORP","STERLING BANCORP-N Y","EQ0010140000001000","STL","CpxH6"
"STLD","STEEL DYNAMICS INC","STEEL DYNAMICS INC","EQ0019469400001000","STLD","CBxqJ"
"STMP","STAMPS COM INC","STAMPS.COM INC","EQ0038697200001000","STMP","B_E0V"
"STNG","SCORPIO TANKERS INC","SCORPIO TANKERS INC","EQ0000000009763976","STNG","GQ9E2"
"STNR","STEINER LEISURE LTD","STEINER LEISURE LTD","EQ0020229600001000","STNR","I2OhY-"
"STR","QUESTAR CORP","QUESTAR CORP","EQ0010123400001000","STR","I2Odva"
"STRA","STRAYER EDUCATION INC","STRAYER EDUCATION INC","EQ0018735100001000","STRA","DyT7I"
"STRI","STR HOLDINGS INC","STR HOLDINGS INC","EQ0000000006673246","STRI","FNaPc"
"STRL","STERLING CONSTRUCTION C","STERLING CONSTRUCTION CO","EQ0010453400001000","STRL","DN5VJ"
"STSA","STERLING FINL CORP WASH","STERLING FINL CORP/SPOKANE","EQ0010707200001000","STSA","Do5xT"
"STT","STATE STREET CORP","STATE STREET CORP","EQ0010703200001000","STT","B_HnF"
"STWD","STARWOOD PPTY TRUST INC","STARWOOD PROPERTY TRUST INC","EQ0000000008454127","STWD","L6L0N"
"STXS","STEREOTAXIS INC","STEREOTAXIS INC","EQ0000000001107456","STXS","I2UD16"
"STZ","CONSTELLATION BRANDS","CONSTELLATION BRANDS INC-A","EQ0010784300002000","STZ","CClbe"
"SUBK","SUFFOLK BANCORP","SUFFOLK BANCORP","EQ0010708900001000","SUBK","CeNEV"
"SUG","SOUTHERN UNION CO","SOUTHERN UNION CO","EQ0010709300001000","","CGajj"
"SUI","SUN COMMUNITIES INC","SUN COMMUNITIES INC","EQ0012650200001000","SUI","I2dNNq"
"SUMR","SUMMER INFANT INC","SUMMER INFANT INC","EQ0000000001737141","SUMR","L6DSa"
"SUN","SUNOCO INC","SUNOCO INC","EQ0010141600001000","SUN","B_Hju"
"SUNH","SUN HEALTHCARE GROUP IN","SUN HEALTHCARE GROUP INC","EQ0000000011975141","SUNH","CFpqb"
"SUNS","SOLAR SENIOR CAP LTD","SOLAR SENIOR CAPITAL LTD","EQ0000000015687430","SUNS","qHC_W"
"SUP","SUPERIOR INDUSTRIES INT","SUPERIOR INDUSTRIES INTL","EQ0010142500001000","SUP","B_HMu"
"SUPG","SUPERGEN INC","ASTEX PHARMACEUTICALS","EQ0018603600001000","ASTX","3cegA"
"SUPX","SUPERTEX INC","SUPERTEX INC","EQ0010711100001000","SUPX","DvbgF"
"SURG","SYNERGETICS USA INC","SYNERGETICS USA INC","EQ0010770400001000","SURG","s7JSR"
"SURW","SUREWEST COMMUNICATIONS","SUREWEST COMMUNICATIONS","EQ0014840900001000","","COa1s"
"SUSQ","SUSQUEHANNA BANCSHARES","SUSQUEHANNA BANCSHARES INC","EQ0010711300001000","SUSQ","CdLqz"
"SUSS","SUSSER HOLDINGS CORP","SUSSER HOLDINGS CORP","EQ0000000002522492","SUSS","CCDcl"
"SVNT","SAVIENT PHARMACEUTICALS","SAVIENT PHARMACEUTICALS INC","EQ0010261000001000","SVNT","CcfAq"
"SVU","SUPERVALU INC","SUPERVALU INC","EQ0010142600001000","SVU","B_Hjx"
"SVVS","SAVVIS INC",NA,NA,"","CUZ20"
"SWC","STILLWATER MINING CO","STILLWATER MINING CO","EQ0015904800001000","SWC","CAC9P"
"SWFT","SWIFT TRANSN CO","SWIFT TRANSPORTATION CO","EQ0000000010654410","SWFT","CFB3A"
"SWHC","SMITH & WESSON HOLDING","SMITH & WESSON HOLDING CORP","EQ0020245500001000","SWHC","CF-MR"
"SWI","SOLARWINDS INC","SOLARWINDS INC","EQ0000000003470321","SWI","CJHrM"
"SWK","STANLEY BLACK & DECKER","STANLEY BLACK & DECKER INC","EQ0010139700001000","SWK","B_L4J"
"SWKS","SKYWORKS SOLUTIONS INC","SKYWORKS SOLUTIONS INC","EQ0010194600001000","SWKS","CFVmr"
"SWM","SCHWEITZER-MAUDUIT INTL","SCHWEITZER-MAUDUIT INTL INC","EQ0017948900001000","SWM","CFpON"
"SWN","SOUTHWESTERN ENERGY CO","SOUTHWESTERN ENERGY CO","EQ0010137700001000","SWN","CFcT_"
"SWS","SWS GROUP INC","SWS GROUP INC","EQ0010713800001000","SWS","ChWF8"
"SWSH","SWISHER HYGIENE INC","SWISHER HYGIENE INC","EQ0000000012049088","SWSH","jPShC"
"SWX","SOUTHWEST GAS CORP","SOUTHWEST GAS CORP","EQ0010137500001000","SWX","CgqRV"
"SWY","SAFEWAY INC","SAFEWAY INC","EQ0010130000001000","SWY","B_Mws"
"SXCI","SXC HEALTH SOLUTIONS","SXC HEALTH SOLUTIONS CORP","EQ0000000000089696","SXC","CO83s"
"SXI","STANDEX INTERNATIONAL","STANDEX INTERNATIONAL CORP","EQ0010139500001000","SXI","CFpav"
"SXT","SENSIENT TECHNOLOGIES","SENSIENT TECHNOLOGIES CORP","EQ0010155900001000","SXT","CAldg"
"SYA","SYMETRA FINANCIAL CORP","SYMETRA FINANCIAL CORP","EQ0000000003478414","SYA","E2-Do"
"SYBT","S Y BANCORP INC","S.Y. BANCORP INC","EQ0010714600001000","SYBT","CFq14"
"SYK","STRYKER CORP","STRYKER CORP","EQ0010177000001000","SYK","CNgQX"
